gene,moduleLPV
Mcavernosa04965,0
Mcavernosa04966,0
Mcavernosa04971,0
Mcavernosa04975,0
Mcavernosa04976,0
Mcavernosa04987,1.9226371233992
Mcavernosa04992,0
Mcavernosa04994,0
Mcavernosa04988,1.9226371233992
Mcavernosa04990,0
Mcavernosa05003,0
Mcavernosa05005,3.37995275413231
Mcavernosa05010,0
Mcavernosa05014,0
Mcavernosa05071,0
Mcavernosa05081,0
Mcavernosa05084,0
Mcavernosa05082,5.14081099624831
Mcavernosa05083,0
Mcavernosa05090,0
Mcavernosa05096,0
Mcavernosa05105,0
Mcavernosa05108,0
Mcavernosa05118,0
Mcavernosa05125,0
Mcavernosa05127,0
Mcavernosa05140,0
Mcavernosa05143,0
Mcavernosa05148,0
Mcavernosa05150,0.450449239852142
Mcavernosa05152,0
Mcavernosa05153,1.07618597204607
Mcavernosa05154,0
Mcavernosa05155,0
Mcavernosa05156,0
Mcavernosa05158,0.263032762075652
Mcavernosa05160,0
Mcavernosa05175,0
Mcavernosa05177,0
Mcavernosa05179,0
Mcavernosa05191,0
Mcavernosa05195,0
Mcavernosa05196,0.0337111466990944
Mcavernosa05199,0
Mcavernosa05203,29.0532396556717
Mcavernosa05205,0
Mcavernosa05208,0
Mcavernosa05214,0
Mcavernosa05220,0
Mcavernosa05226,0
Mcavernosa05229,0
Mcavernosa05232,0
Mcavernosa05242,0
Mcavernosa05257,0
Mcavernosa05260,0
Mcavernosa05269,0
Mcavernosa05273,0
Mcavernosa05276,0
Mcavernosa05278,0
Mcavernosa05282,0
Mcavernosa05279,0
Mcavernosa05281,0
Mcavernosa05286,0
Mcavernosa05287,1.0900988820982
Mcavernosa05290,4.29539031794855
Mcavernosa05291,0
Mcavernosa05294,0
Mcavernosa05295,0
Mcavernosa05298,0
Mcavernosa05301,0
Mcavernosa05309,0
Mcavernosa05311,0
Mcavernosa05314,10.7571686800792
Mcavernosa05318,0
Mcavernosa05321,0
Mcavernosa05323,1.55766895328828
Mcavernosa05329,0
Mcavernosa05328,0
Mcavernosa05333,12.548959777647
Mcavernosa05337,0
Mcavernosa05338,0.00347560060244089
Mcavernosa05341,14.3275015768248
Mcavernosa05353,0
Mcavernosa05361,0
Mcavernosa05362,0
Mcavernosa05377,0
Mcavernosa05380,0
Mcavernosa05384,0
Mcavernosa05385,0
Mcavernosa05386,0
Mcavernosa05389,0
Mcavernosa05383,0
Mcavernosa05387,0
Mcavernosa05393,0
Mcavernosa05399,0
Mcavernosa05402,0
Mcavernosa05407,0
Mcavernosa05410,0
Mcavernosa05412,0
Mcavernosa05415,0
Mcavernosa05417,0
Mcavernosa05421,0
Mcavernosa05423,0
Mcavernosa05433,0
Mcavernosa05439,0
Mcavernosa05443,0
Mcavernosa05446,0
Mcavernosa05448,0
Mcavernosa05450,0
Mcavernosa05458,0
Mcavernosa05459,0
Mcavernosa05463,0
Mcavernosa05469,0.553168098301131
Mcavernosa05474,0
Mcavernosa05476,0
Mcavernosa05482,0
Mcavernosa05487,0
Mcavernosa05490,0
Mcavernosa05493,0
Mcavernosa05497,0
Mcavernosa05501,0
Mcavernosa05502,0
Mcavernosa05499,0
Mcavernosa05503,0
Mcavernosa05496,0
Mcavernosa05514,0
Mcavernosa05520,0
Mcavernosa05524,0
Mcavernosa05532,0
Mcavernosa05534,0
Mcavernosa05536,0
Mcavernosa05539,0
Mcavernosa05543,0
Mcavernosa05545,0
Mcavernosa05550,0
Mcavernosa05552,0
Mcavernosa05554,0
Mcavernosa05559,0
Mcavernosa05562,0
Mcavernosa05565,0
Mcavernosa05568,0
Mcavernosa05572,1.47159374700515
Mcavernosa05574,0
Mcavernosa05576,4.72607974952347
Mcavernosa05578,2.21165745218613
Mcavernosa05588,0
Mcavernosa05590,0
Mcavernosa05604,0
Mcavernosa05602,0
Mcavernosa05608,0
Mcavernosa05599,0
Mcavernosa05610,0
Mcavernosa05615,0
Mcavernosa05623,0
Mcavernosa05625,0
Mcavernosa05626,0
Mcavernosa05628,0
Mcavernosa05632,0
Mcavernosa05638,0
Mcavernosa05650,0
Mcavernosa05652,0
Mcavernosa05653,3.74236579592033
Mcavernosa05655,0.639819889849984
Mcavernosa05662,0
Mcavernosa05672,0
Mcavernosa05674,0
Mcavernosa05658,0
Mcavernosa05661,0
Mcavernosa05667,0
Mcavernosa05659,0
Mcavernosa05669,0
Mcavernosa05676,0
Mcavernosa05678,0
Mcavernosa05684,0
Mcavernosa05690,0
Mcavernosa05693,0
Mcavernosa05698,0
Mcavernosa05701,0
Mcavernosa05708,0.100903857920465
Mcavernosa05710,0
Mcavernosa05713,0
Mcavernosa05715,20.2339744677039
Mcavernosa05716,0
Mcavernosa05719,0
Mcavernosa05728,0
Mcavernosa05734,0
Mcavernosa05736,0
Mcavernosa05737,0
Mcavernosa05744,0
Mcavernosa05743,0
Mcavernosa05752,0
Mcavernosa05753,0
Mcavernosa05755,0
Mcavernosa05757,0
Mcavernosa05764,0
Mcavernosa05769,0
Mcavernosa05771,0
Mcavernosa05781,0
Mcavernosa05784,0
Mcavernosa05788,0
Mcavernosa05792,0
Mcavernosa05789,0
Mcavernosa05791,0
Mcavernosa05802,0
Mcavernosa05804,4.19939684245796
Mcavernosa05806,0
Mcavernosa05814,0
Mcavernosa05815,0
Mcavernosa05823,0
Mcavernosa05830,0
Mcavernosa05832,0
Mcavernosa05836,0
Mcavernosa05837,0
Mcavernosa05833,0
Mcavernosa05835,0
Mcavernosa05842,0
Mcavernosa05851,0
Mcavernosa05854,0
Mcavernosa05860,0
Mcavernosa05866,0
Mcavernosa05869,0
Mcavernosa05871,1.68008266116033
Mcavernosa05875,0
Mcavernosa05877,0
Mcavernosa05886,0
Mcavernosa05884,0
Mcavernosa05887,0
Mcavernosa05892,0
Mcavernosa05894,0
Mcavernosa05902,0
Mcavernosa05905,0
Mcavernosa05906,0
Mcavernosa05911,0
Mcavernosa05924,0
Mcavernosa05926,0
Mcavernosa05931,0
Mcavernosa05934,0
Mcavernosa05936,0
Mcavernosa05942,0
Mcavernosa05948,0
Mcavernosa05949,0
Mcavernosa05959,0
Mcavernosa05961,0
Mcavernosa05960,0
Mcavernosa05963,0
Mcavernosa05968,0
Mcavernosa05970,0
Mcavernosa05971,0
Mcavernosa05974,0
Mcavernosa05977,0
Mcavernosa05983,0
Mcavernosa05990,0
Mcavernosa05993,0
Mcavernosa06001,0
Mcavernosa05996,0
Mcavernosa05999,0
Mcavernosa05994,0
Mcavernosa06004,0
Mcavernosa05995,0
Mcavernosa06005,0
Mcavernosa06013,1.7474364906093
Mcavernosa06015,0
Mcavernosa06025,0
Mcavernosa06027,0
Mcavernosa06028,0
Mcavernosa06029,0
Mcavernosa06032,0
Mcavernosa06036,0
Mcavernosa06041,0
Mcavernosa06043,0
Mcavernosa06045,0.699283161470348
Mcavernosa06052,0
Mcavernosa06053,0
Mcavernosa06062,0.135911241521812
Mcavernosa06065,5.93782361761983
Mcavernosa06068,0
Mcavernosa06078,0
Mcavernosa06085,0
Mcavernosa06086,0
Mcavernosa06088,0
Mcavernosa06099,0
Mcavernosa06107,0
Mcavernosa06112,0
Mcavernosa06121,0
Mcavernosa06124,1.41879637453408
Mcavernosa06127,0
Mcavernosa06125,0
Mcavernosa06137,0
Mcavernosa06139,0
Mcavernosa06142,0
Mcavernosa06148,0
Mcavernosa06155,0
Mcavernosa06159,0
Mcavernosa06161,0
Mcavernosa06169,0.958782783066431
Mcavernosa06173,0
Mcavernosa06182,0
Mcavernosa06185,0
Mcavernosa06186,0
Mcavernosa12219,0
Mcavernosa12222,0
Mcavernosa12224,0
Mcavernosa12229,0
Mcavernosa12231,0
Mcavernosa12236,0
Mcavernosa12238,0
Mcavernosa12239,0.111382350736093
Mcavernosa12246,0
Mcavernosa12252,0
Mcavernosa12253,0
Mcavernosa12254,0
Mcavernosa12255,0
Mcavernosa12259,0
Mcavernosa12264,0
Mcavernosa12256,0
Mcavernosa12257,0
Mcavernosa12263,0
Mcavernosa12267,0
Mcavernosa12271,0
Mcavernosa12272,0
Mcavernosa12276,0
Mcavernosa12278,0
Mcavernosa12289,0
Mcavernosa12291,0
Mcavernosa12297,0
Mcavernosa12298,0
Mcavernosa12305,0
Mcavernosa12306,0
Mcavernosa12312,0
Mcavernosa12318,0
Mcavernosa12320,0
Mcavernosa12315,0
Mcavernosa12322,0
Mcavernosa12327,0
Mcavernosa12328,0
Mcavernosa12331,0
Mcavernosa12336,9.6518245736739
Mcavernosa12342,0
Mcavernosa12343,0
Mcavernosa12348,28.377536283198
Mcavernosa12352,0
Mcavernosa12359,0.331153038438151
Mcavernosa12361,0
Mcavernosa12369,0
Mcavernosa12371,0
Mcavernosa12376,0
Mcavernosa12372,0
Mcavernosa12382,0
Mcavernosa12384,0
Mcavernosa12386,0
Mcavernosa12391,0
Mcavernosa12393,0
Mcavernosa12395,0
Mcavernosa12398,2.47850651654112
Mcavernosa12408,0.311206936976922
Mcavernosa12410,0
Mcavernosa12413,0
Mcavernosa12418,0
Mcavernosa12419,0
Mcavernosa12424,0
Mcavernosa12426,0
Mcavernosa12433,1.25985250817654
Mcavernosa12434,0
Mcavernosa12435,0
Mcavernosa12436,0
Mcavernosa12438,0
Mcavernosa12443,0
Mcavernosa12444,0
Mcavernosa12447,0
Mcavernosa12450,0
Mcavernosa12460,0
Mcavernosa12464,0
Mcavernosa12475,0
Mcavernosa12477,0
Mcavernosa12485,0
Mcavernosa12486,0
Mcavernosa12490,0
Mcavernosa12496,0
Mcavernosa12503,0
Mcavernosa12509,0
Mcavernosa12525,0
Mcavernosa12536,0
Mcavernosa12541,0
Mcavernosa12542,0
Mcavernosa12543,0
Mcavernosa12544,0
Mcavernosa12547,0
Mcavernosa12553,0
Mcavernosa12555,0
Mcavernosa12564,0
Mcavernosa12566,0
Mcavernosa12567,0
Mcavernosa12571,0
Mcavernosa12575,0
Mcavernosa12578,0
Mcavernosa12579,0
Mcavernosa12583,0
Mcavernosa12585,0
Mcavernosa12581,0
Mcavernosa12584,0
Mcavernosa12587,0
Mcavernosa12580,0
Mcavernosa12582,0
Mcavernosa12588,0
Mcavernosa12596,0
Mcavernosa12599,0.0322284024764667
Mcavernosa12603,0
Mcavernosa12605,0
Mcavernosa12607,0
Mcavernosa12618,0
Mcavernosa12622,0
Mcavernosa12628,0
Mcavernosa12633,0
Mcavernosa12635,0
Mcavernosa12638,0
Mcavernosa12644,0
Mcavernosa12634,0
Mcavernosa12637,0
Mcavernosa12648,0
Mcavernosa12649,0
Mcavernosa12657,0.679474318664221
Mcavernosa12667,0
Mcavernosa12669,0
Mcavernosa12678,0
Mcavernosa12680,0
Mcavernosa12679,0
Mcavernosa12684,0
Mcavernosa12691,0
Mcavernosa12693,0
Mcavernosa12703,0
Mcavernosa12704,0
Mcavernosa12707,0
Mcavernosa12711,0.107197684885435
Mcavernosa12713,0
Mcavernosa12722,0
Mcavernosa12730,0
Mcavernosa12731,0
Mcavernosa12732,0
Mcavernosa12735,0
Mcavernosa12740,0
Mcavernosa12743,0
Mcavernosa12745,0
Mcavernosa12758,0
Mcavernosa12760,0.845177866714407
Mcavernosa12764,0
Mcavernosa12772,0
Mcavernosa12774,0
Mcavernosa12777,0
Mcavernosa12779,0
Mcavernosa12782,0
Mcavernosa12787,0
Mcavernosa12800,0
Mcavernosa12802,0
Mcavernosa12804,0
Mcavernosa12806,0
Mcavernosa12812,0
Mcavernosa12821,4.04244981635362
Mcavernosa12826,0
Mcavernosa12829,0
Mcavernosa12834,0
Mcavernosa12835,0
Mcavernosa12836,0
Mcavernosa12847,0
Mcavernosa12851,0
Mcavernosa12860,0
Mcavernosa12862,0
Mcavernosa12867,0
Mcavernosa12868,0
Mcavernosa12870,0
Mcavernosa12871,0
Mcavernosa12876,0
Mcavernosa12872,0
Mcavernosa12873,0.279108345470464
Mcavernosa12884,0
Mcavernosa12885,0
Mcavernosa12898,0
Mcavernosa12901,0
Mcavernosa12902,0
Mcavernosa12906,0
Mcavernosa12908,0
Mcavernosa12911,0
Mcavernosa12914,0
Mcavernosa12929,0
Mcavernosa12917,0
Mcavernosa12924,0
Mcavernosa12928,3.31881085508425
Mcavernosa12919,11.0168243082435
Mcavernosa12921,0
Mcavernosa12922,0
Mcavernosa12934,0
Mcavernosa12935,0
Mcavernosa12942,0
Mcavernosa12944,0
Mcavernosa12952,0
Mcavernosa12954,0
Mcavernosa12957,0
Mcavernosa12959,0.0423347608574313
Mcavernosa12962,0
Mcavernosa12970,0.205200170539694
Mcavernosa12978,0
Mcavernosa12982,0
Mcavernosa12983,0
Mcavernosa12985,2.37558170562486
Mcavernosa12994,0
Mcavernosa12995,0.113462363080748
Mcavernosa13000,0
Mcavernosa13003,0
Mcavernosa13010,0
Mcavernosa13011,0
Mcavernosa13015,0
Mcavernosa13016,0
Mcavernosa13019,0
Mcavernosa13026,0
Mcavernosa13017,0
Mcavernosa13029,0
Mcavernosa13035,0
Mcavernosa13037,0
Mcavernosa13048,0
Mcavernosa13053,0
Mcavernosa13055,0
Mcavernosa13058,0
Mcavernosa13063,0.392009247215132
Mcavernosa13069,0
Mcavernosa13071,0
Mcavernosa13073,0
Mcavernosa13089,0
Mcavernosa13079,0
Mcavernosa13095,0
Mcavernosa13096,0
Mcavernosa13103,0
Mcavernosa13115,0
Mcavernosa13124,0
Mcavernosa13127,0
Mcavernosa13134,0
Mcavernosa13137,0
Mcavernosa13141,0
Mcavernosa13144,0
Mcavernosa13145,0
Mcavernosa13152,0
Mcavernosa13153,0
Mcavernosa13149,0
Mcavernosa13159,0
Mcavernosa13160,0
Mcavernosa13163,0
Mcavernosa13165,0
Mcavernosa13167,0
Mcavernosa13176,0
Mcavernosa13180,0.0904642593271997
Mcavernosa13182,0
Mcavernosa13193,0
Mcavernosa13206,0
Mcavernosa13207,0
Mcavernosa13212,0
Mcavernosa13214,0
Mcavernosa13215,0
Mcavernosa13228,0.0923871688623509
Mcavernosa13231,0
Mcavernosa13242,0
Mcavernosa13245,0
Mcavernosa13248,0
Mcavernosa13249,0
Mcavernosa13253,0
Mcavernosa13255,0
Mcavernosa13257,0
Mcavernosa13266,0
Mcavernosa13270,23.5360608710877
Mcavernosa13272,7.76895722015118
Mcavernosa13285,0
Mcavernosa13286,0
Mcavernosa13288,0
Mcavernosa13294,0
Mcavernosa13299,0
Mcavernosa13301,0
Mcavernosa13319,0
Mcavernosa13321,0
Mcavernosa13329,0
Mcavernosa13331,0
Mcavernosa13335,0
Mcavernosa13336,0
Mcavernosa13341,0
Mcavernosa13345,0
Mcavernosa13346,0
Mcavernosa13349,0
Mcavernosa13366,0
Mcavernosa13373,0.139451470317898
Mcavernosa13379,0
Mcavernosa13382,0
Mcavernosa13386,0
Mcavernosa13394,0
Mcavernosa13398,0.971133258417037
Mcavernosa13400,2.61247947964816
Mcavernosa13405,0
Mcavernosa13407,0
Mcavernosa13411,0
Mcavernosa13421,28.2098523186624
Mcavernosa13425,0
Mcavernosa13428,0.934487380042601
Mcavernosa13432,0
Mcavernosa13443,0
Mcavernosa13444,0.133691776464786
Mcavernosa13447,2.18988222307239
Mcavernosa13452,0
Mcavernosa13446,0
Mcavernosa13449,0
Mcavernosa13448,0
Mcavernosa13450,0
Mcavernosa13456,0
Mcavernosa13469,0
Mcavernosa13474,0
Mcavernosa13480,0.0609614929214486
Mcavernosa13482,0
Mcavernosa13486,0
Mcavernosa13492,0
Mcavernosa13498,0
Mcavernosa13509,0
Mcavernosa13511,0
Mcavernosa13515,0
Mcavernosa13517,0
Mcavernosa13522,0
Mcavernosa13529,0
Mcavernosa13534,0
Mcavernosa13536,0
Mcavernosa13538,0
Mcavernosa13546,0
Mcavernosa13550,0
Mcavernosa13551,0
Mcavernosa13553,0
Mcavernosa13555,0.0860395937859427
Mcavernosa13558,0
Mcavernosa13552,0
Mcavernosa13562,0
Mcavernosa13565,0
Mcavernosa13566,0
Mcavernosa13568,0
Mcavernosa13579,0.691224587402231
Mcavernosa13580,0
Mcavernosa13589,0
Mcavernosa13592,0
Mcavernosa13595,9.65326654691587
Mcavernosa13601,0
Mcavernosa13605,0
Mcavernosa13607,0
Mcavernosa13602,0
Mcavernosa13610,0
Mcavernosa13614,0
Mcavernosa13615,0
Mcavernosa13626,0
Mcavernosa13628,0
Mcavernosa13636,0
Mcavernosa13640,0
Mcavernosa13641,0
Mcavernosa13648,0
Mcavernosa13649,0
Mcavernosa13651,1.57648107833051
Mcavernosa13659,3.71061018811948
Mcavernosa13661,0
Mcavernosa13663,0
Mcavernosa13664,0
Mcavernosa13670,0
Mcavernosa13677,0
Mcavernosa13680,0
Mcavernosa13687,0
Mcavernosa13688,0
Mcavernosa13692,0
Mcavernosa13702,0
Mcavernosa13705,0
Mcavernosa13707,0
Mcavernosa13713,0
Mcavernosa13720,0
Mcavernosa13723,0
Mcavernosa13725,0
Mcavernosa13726,0
Mcavernosa13728,0
Mcavernosa13731,0
Mcavernosa13736,0.0237958510407967
Mcavernosa13740,0
Mcavernosa13742,0
Mcavernosa13744,1.30237090035427
Mcavernosa13751,0
Mcavernosa13762,3.65093673483358
Mcavernosa13765,0.248580725557247
Mcavernosa13767,0
Mcavernosa13769,0
Mcavernosa13776,0
Mcavernosa13785,26.9183466742123
Mcavernosa13788,0
Mcavernosa13796,0
Mcavernosa13805,8.79102500092051
Mcavernosa13814,0
Mcavernosa13818,0
Mcavernosa13819,0
Mcavernosa13826,0
Mcavernosa13831,0
Mcavernosa13833,0
Mcavernosa13842,0
Mcavernosa13845,0
Mcavernosa13847,0
Mcavernosa13861,33.2639141734788
Mcavernosa13863,0
Mcavernosa13873,0
Mcavernosa13876,0
Mcavernosa13877,0
Mcavernosa13878,0
Mcavernosa13884,0
Mcavernosa13888,0
Mcavernosa13889,0
Mcavernosa13892,0
Mcavernosa13908,0
Mcavernosa13909,0
Mcavernosa13911,0
Mcavernosa13914,0
Mcavernosa13916,0
Mcavernosa13921,0
Mcavernosa13924,2.06679810260801
Mcavernosa13926,0
Mcavernosa13930,0
Mcavernosa13932,0
Mcavernosa13935,0
Mcavernosa13936,0
Mcavernosa13934,0
Mcavernosa13937,5.82484574382388
Mcavernosa13942,0
Mcavernosa13949,0
Mcavernosa13954,0
Mcavernosa13957,0
Mcavernosa13965,0
Mcavernosa13971,0
Mcavernosa13974,0
Mcavernosa13975,0
Mcavernosa13978,0
Mcavernosa13979,0
Mcavernosa13980,0
Mcavernosa13987,0
Mcavernosa13991,7.13994358205471
Mcavernosa13981,0
Mcavernosa13996,0
Mcavernosa13998,0
Mcavernosa14006,0
Mcavernosa14011,0
Mcavernosa14027,0
Mcavernosa14031,0
Mcavernosa14037,0
Mcavernosa14040,0
Mcavernosa14044,0
Mcavernosa14059,0
Mcavernosa14068,0
Mcavernosa14074,0
Mcavernosa14078,12.3449830278636
Mcavernosa14081,0
Mcavernosa14086,0
Mcavernosa14091,0
Mcavernosa14087,0
Mcavernosa14089,0
Mcavernosa14092,0
Mcavernosa14093,0
Mcavernosa14100,0
Mcavernosa14106,0
Mcavernosa14107,0.407377913089199
Mcavernosa14112,0
Mcavernosa14117,0.0691624160895901
Mcavernosa14124,0
Mcavernosa14126,0
Mcavernosa14130,0
Mcavernosa14141,0
Mcavernosa14135,0
Mcavernosa14136,0
Mcavernosa14138,0
Mcavernosa14132,0
Mcavernosa14137,0
Mcavernosa14133,0
Mcavernosa14146,1.81367661172719
Mcavernosa14148,0.185643428723243
Mcavernosa14153,0
Mcavernosa14156,0
Mcavernosa14160,0
Mcavernosa14171,0
Mcavernosa14172,0
Mcavernosa14176,0
Mcavernosa14183,0
Mcavernosa14191,0
Mcavernosa14192,0
Mcavernosa14195,0.194813408564772
Mcavernosa14198,0
Mcavernosa14200,0
Mcavernosa14207,0
Mcavernosa14210,2.02084816195651
Mcavernosa14217,3.25528912102001
Mcavernosa14222,0
Mcavernosa14227,0
Mcavernosa14228,9.11893029837757
Mcavernosa14241,0
Mcavernosa14250,0
Mcavernosa14243,0
Mcavernosa14249,0
Mcavernosa14253,0.466049222028672
Mcavernosa14258,0
Mcavernosa14260,0
Mcavernosa14262,0
Mcavernosa14267,0
Mcavernosa14269,0
Mcavernosa14272,0
Mcavernosa14273,0
Mcavernosa14275,0
Mcavernosa14278,0
Mcavernosa14279,8.63544767322584
Mcavernosa14281,0
Mcavernosa14289,0
Mcavernosa14291,16.168705694532
Mcavernosa14294,3.53550692903069
Mcavernosa14295,0
Mcavernosa27803,0
Mcavernosa27805,9.37374785192842
Mcavernosa27807,0
Mcavernosa27816,0
Mcavernosa27824,0
Mcavernosa27827,0
Mcavernosa27834,0
Mcavernosa27840,0
Mcavernosa27843,0
Mcavernosa27845,21.5272298827565
Mcavernosa27851,18.3481711752832
Mcavernosa27856,0
Mcavernosa27859,0
Mcavernosa27861,0
Mcavernosa27868,0
Mcavernosa27877,0
Mcavernosa27878,0
Mcavernosa27884,0
Mcavernosa27886,0
Mcavernosa27890,0
Mcavernosa27892,0
Mcavernosa27900,0
Mcavernosa27903,0
Mcavernosa27910,0
Mcavernosa27911,0
Mcavernosa27906,2.82830254480463
Mcavernosa27908,0
Mcavernosa27913,0
Mcavernosa27907,0
Mcavernosa27909,0
Mcavernosa27914,0
Mcavernosa27916,0
Mcavernosa27931,0
Mcavernosa27938,0
Mcavernosa27947,0
Mcavernosa27950,0
Mcavernosa27953,0
Mcavernosa27963,0
Mcavernosa27966,0
Mcavernosa27969,0
Mcavernosa27971,0
Mcavernosa27975,0
Mcavernosa27968,0
Mcavernosa27973,0
Mcavernosa27974,0
Mcavernosa27976,0
Mcavernosa27982,0
Mcavernosa27984,0
Mcavernosa27987,0
Mcavernosa27990,0
Mcavernosa27994,0
Mcavernosa27995,0
Mcavernosa28002,0
Mcavernosa27998,0
Mcavernosa28003,0.168273550754121
Mcavernosa28001,0
Mcavernosa28000,0
Mcavernosa28014,0
Mcavernosa28016,0
Mcavernosa28024,0
Mcavernosa28026,0
Mcavernosa28029,0.375502719306705
Mcavernosa28037,0
Mcavernosa28040,0
Mcavernosa28046,0
Mcavernosa28047,0
Mcavernosa28050,0
Mcavernosa28056,0
Mcavernosa28058,0
Mcavernosa28059,8.28575876550314
Mcavernosa28062,0
Mcavernosa28064,0
Mcavernosa28068,0
Mcavernosa28075,0
Mcavernosa28079,0
Mcavernosa28087,0
Mcavernosa28089,0
Mcavernosa28090,0
Mcavernosa28091,0
Mcavernosa28098,0
Mcavernosa28096,0
Mcavernosa28100,0
Mcavernosa28107,8.98343247873046
Mcavernosa28117,0
Mcavernosa28119,0
Mcavernosa28122,0
Mcavernosa28130,0
Mcavernosa28139,0
Mcavernosa28141,0
Mcavernosa28150,0
Mcavernosa28151,0
Mcavernosa28155,0
Mcavernosa28159,0
Mcavernosa28165,0
Mcavernosa28166,0
Mcavernosa28169,0
Mcavernosa28171,15.8475834086213
Mcavernosa28181,0
Mcavernosa28183,0
Mcavernosa28210,0
Mcavernosa28200,0
Mcavernosa28201,0
Mcavernosa28214,0.351225087869313
Mcavernosa28215,13.2752834611686
Mcavernosa28236,0
Mcavernosa28237,0
Mcavernosa28243,0.766576336358546
Mcavernosa28250,0
Mcavernosa28252,0
